Plot #,Forest,Elev. Band,Block,Plot,Msmt dates,Tree tag #,Species,Distance (ft),Azm,DBH (in),HT (ft),HTBC (ft),Tor. Pot.,DBH (cm),Basal area (m2),Basal area (m2/ha),Size class,Live/dead,Year death (time of attack or time of injury/other cause),Year Fall (initial),Gnd cont./hng up,2nd Snag status change/year ,BB/Cause,Comments
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2121,CADE,8.9,251,2.9,8,,,7.4,0.004261406,0.10522549,1,D,2014,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2122,CADE,28.2,254,5.6,26,,,14.2,0.015890333,0.392374718,1,D,2014,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2123,CADE,20.3,258,16.8,73,41,0,42.7,0.143012998,3.531372461,3,D,2016,,,,UNK/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2124,CADE,34.2,260,3.8,16,,,9.7,0.00731685,0.180672542,1,D,2014,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2125,CADE,31.7,262,6.2,33,28,0,15.7,0.019477819,0.480959316,1,D,2016,,,,SUP/drought,Fork 1
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2126,CADE,31.7,262,3.7,22,,,9.4,0.00693682,0.171288581,1,D,2014,,,,SUP/drought,Fork 2
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2127,CADE,33.4,294,9.2,43,37,0,23.4,0.042887685,1.059011356,2,D,2016,,,,SUP/drought,woodborers
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2128,CADE,12.3,297,6.3,28,23,0,16.0,0.020111203,0.496599252,1,D,2014,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2129,CADE,24.8,313,8.7,39,34,0,22.1,0.038352657,0.947029413,2,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2130,CADE,18.4,313,15.2,61,36,0,38.6,0.117069597,2.890760676,3,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2131,CADE,31.2,323,7.5,41,,,19.1,0.028502272,0.703797126,2,D,2014,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2132,CADE,36.7,343,3.9,16,,,9.9,0.007707014,0.190306743,1,D,2014,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2133,CADE,33.0,350,3.5,14,,,8.9,0.006207161,0.153271374,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2134,PIPO,23.5,350,21.4,101,,,54.4,0.232051561,5.729972123,4,D,2015,,,,WPB,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2135,CADE,37.0,357,5.2,24,,,13.2,0.013701359,0.338323099,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2336,PIPO,35.8,11,8.0,38,,,20.3,0.032429251,0.80076473,2,D,2015,2018,Hung up,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2337,CADE,33.3,12,3.0,11,6,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2338,CADE,23.7,26,4.4,14,6,1,11.2,0.009809849,0.242231331,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2339,PIPO,29.5,29,14.8,75,,,37.6,0.110989112,2.74061729,3,D,2015,,,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2340,PIPO,37.2,45,4.8,30,24,1,12.2,0.01167453,0.288275303,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2341,CADE,20.9,51,8.3,31,20,1,21.1,0.034907049,0.86194816,2,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2342,CADE,23.7,54,3.9,12,6,1,9.9,0.007707014,0.190306743,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2343,ABCO,33.7,55,7.3,33,9,1,18.5,0.027002419,0.666761757,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2344,CADE,26.2,70,2.8,9,7,0,7.1,0.003972583,0.098093679,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2345,PIPO,35.8,71,17.4,80,,,44.2,0.153410627,3.788117652,3,D,2015,,,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2346,PILA,22.8,74,11.7,61,,,29.7,0.069363128,1.712760686,2,D,2015,,,,MPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2347,CADE,13.5,88,3.9,12,9,0,9.9,0.007707014,0.190306743,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2348,PIPO,31.8,89,10.7,71,,,27.2,0.05801289,1.432493031,2,D,2015,,,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2349,CADE,32.7,94,5.3,20,6,1,13.5,0.014233401,0.351460645,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2350,CADE,27.1,97,5.2,24,8,1,13.2,0.013701359,0.338323099,1,L,2017,,,,PHLO,Cedar bark beetle
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2351,PIPO,24.6,97,20.5,82,,,52.1,0.212943638,5.25814653,4,D,2015,,,,WPB,RTB
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2352,CADE,21.2,99,5.0,18,8,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2353,CADE,23.8,100,4.8,22,8,1,12.2,0.01167453,0.288275303,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2354,PILA,28.2,134,13.4,62,,,34.0,0.090984318,2.246645546,3,D,2015,,,,MPB,woodborers
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2355,CADE,29.0,134,3.0,11,6,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2356,PIPO,15.9,145,22.4,67,,,56.9,0.25424533,6.277995486,4,D,2015,,,,WPB,RTB. Broken top
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2357,PIPO,32.8,190,7.0,24,6,1,17.8,0.024828646,0.613085497,1,D,2017,,,,UNK,crushed by falling tree awhile ago
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2358,CADE,31.4,192,6.6,26,11,1,16.8,0.022072159,0.545020495,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2359,CADE,31.9,192,4.1,13,6,1,10.4,0.008517746,0.210325861,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2360,PILA,27.1,195,3.2,16,5,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2361,PIPO,32.5,204,16.1,60,,,40.9,0.131343535,3.243222277,3,D,2015,,,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2362,PIPO,14.3,229,16.9,86,,,42.9,0.144720601,3.573537729,3,D,2015,,,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2363,PIPO,32.7,242,16.3,49,,,41.4,0.134626996,3.324299706,3,D,2015,,,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2364,CADE,34.1,257,3.2,9,7,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2365,CADE,35.1,258,4.2,18,9,1,10.7,0.008938312,0.220710779,1,L,,,,,,no tree tag # 2366
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2367,CADE,29.2,264,3.3,13,7,1,8.4,0.00551804,0.136255124,1,L,,,,,,no tree tag # 2366
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2368,CADE,21.8,279,4.8,19,8,1,12.2,0.01167453,0.288275303,1,D,2016,,,,UNK/drought,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2369,CADE,33.7,284,2.5,11,,,6.4,0.003166919,0.078199681,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2370,CADE,35.7,287,4.2,16,11,0,10.7,0.008938312,0.220710779,1,D,2017,,,,PHLO,Cedar bark beetle
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2371,CADE,28.2,287,2.6,9,,,6.6,0.00342534,0.084580775,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2372,CADE,27.3,294,5.5,22,13,1,14.0,0.015327888,0.378486455,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2373,PIPO,33.4,294,8.4,41,,,21.3,0.03575325,0.882843115,2,D,2015,,,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2374,CADE,21.2,294,3.1,16,12,1,7.9,0.004869455,0.120239829,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2375,CADE,32.8,296,5.0,16,11,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2376,CADE,35.6,306,3.0,13,10,0,7.6,0.004560363,0.11260754,1,D,2016,,,,SUP/drought,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2377,CADE,14.1,308,2.7,12,6,1,6.9,0.003693894,0.091212108,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2378,CADE,16.6,308,3.0,13,9,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2379,PIPO,35.5,309,4.7,27,21,0,11.9,0.011193159,0.276388951,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2380,PIPO,9.1,314,16.3,75,,,41.4,0.134626996,3.324299706,3,D,2014,,,,WPB,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2381,PIPO,28.3,315,6.8,45,24,1,17.3,0.023430134,0.578552518,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2382,CADE,27.1,324,2.9,11,9,1,7.4,0.004261406,0.10522549,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2383,CADE,20.3,326,6.9,22,7,1,17.5,0.024124323,0.595693888,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2384,CADE,34.5,331,3.4,14,9,0,8.6,0.005857534,0.144638129,1,D,2016,,,,SUP/drought,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2385,CADE,32.2,335,2.9,11,,,7.4,0.004261406,0.10522549,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2386,CADE,37.1,336,2.5,9,,,6.4,0.003166919,0.078199681,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2387,CADE,32.7,346,3.4,13,9,1,8.6,0.005857534,0.144638129,1,L,,,,,,
Sierra-4000-Plot 8-Site 2,Sierra,4000,2,8,"Spring 2016, Spring 2017, Summer 2018",2388,PIPO,37.0,351,9.9,49,,,25.1,0.049662358,1.226296113,2,D,2015,,,,WPB,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2390,PIPO,32.1,26,22.9,118,,,58.2,0.265722245,6.561391129,5,D,2015,,,,WPB,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2391,PIPO,19.0,38,18.8,73,,,47.8,0.17909054,4.422223223,4,D,2015,,,,WPB,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2392,PIPO,13.3,74,18.3,107,,,46.5,0.169691124,4.190126571,4,D,2015,2018,Ground contact,,WPB,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2393,PILA,24.0,180,4.0,19,,,10.2,0.008107313,0.200191183,1,D,2015,2017,Hung up,,SUP/drought,crushed by falling tree top
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2394,QUCH,22.1,183,3.6,16,1,1,9.1,0.006566923,0.162154858,1,L,,,,,,"Partially crushed by falling tree top. No tag, blue flagging"
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2395,PILA,27.0,194,4.2,19,7,1,10.7,0.008938312,0.220710779,1,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2396,ABCO,37.1,199,16.5,62,10,1,41.9,0.137950995,3.406378091,3,L,,,,,,dead top
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2397,CADE,29.7,206,3.7,13,11,0,9.4,0.00693682,0.171288581,1,D,2016,,,,SUP/drought,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2398,CADE,13.0,209,7.6,40,7,0,19.3,0.029267399,0.722690169,2,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2399,CADE,34.3,214,3.5,15,11,0,8.9,0.006207161,0.153271374,1,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2400,ABCO,27.2,215,6.3,27,13,0,16.0,0.020111203,0.496599252,1,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2401,PIPO,14.9,230,12.8,70,,,32.5,0.083018883,2.04995771,3,D,2015,,,,WPB,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2402,CADE,36.6,245,14.8,63,39,0,37.6,0.110989112,2.74061729,3,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2403,PIPO,22.7,259,5.1,23,13,1,13.0,0.01317945,0.325435791,1,D,2017,,,,SUP,woodborers
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2404,PIPO,32.8,266,9.2,63,19,1,23.4,0.042887685,1.059011356,2,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2405,CADE,37.1,278,4.4,22,20,0,11.2,0.009809849,0.242231331,1,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2406,PILA,21.3,278,4.8,30,3,1,12.2,0.01167453,0.288275303,1,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2407,PIPO,19.9,283,7.1,55,28,1,18.0,0.025543102,0.630727345,1,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2408,QUKE,29.3,283,28.5,68,13,1,72.4,0.411572802,10.1628305,6,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2409,CADE,34.5,285,9.8,50,31,1,24.9,0.048664145,1.201647573,2,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2410,CADE,31.1,286,3.4,16,13,1,8.6,0.005857534,0.144638129,1,D,2016,,,,SUP/drought,woodborers
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2411,CADE,35.5,288,6.2,38,34,1,15.7,0.019477819,0.480959316,1,D,2017,,,,SUP ,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2412,QUKE,28.7,290,13.8,27,24,1,35.1,0.096497291,2.382775551,3,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2413,CADE,22.9,292,8.6,42,20,1,21.8,0.037476053,0.925383741,2,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2414,PIPO,14.9,320,7.2,40,,,18.3,0.026267694,0.648619432,1,D,2015,,,,WPB,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2415,CADE,35.8,321,4.0,20,,,10.2,0.008107313,0.200191183,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2416,CADE,34.2,333,11.6,55,23,0,29.5,0.068182501,1.683607845,2,L,,,,,,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2417,PIPO,34.0,336,8.3,63,,,21.1,0.034907049,0.86194816,2,D,2015,,,,WPB,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2418,PIPO,21.4,350,12.5,69,,,31.8,0.079172977,1.954992017,3,D,2014,2018,Hung up,,WPB,
Sierra-4000-Plot 9-Site 2,Sierra,4000,2,9,"Spring 2016, Spring 2017, Summer 2018",2419,PIPO,31.2,358,12.2,70,,,31.0,0.075418277,1.862278476,2,D,2015,,,,WPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2420,PIPO,36.0,25,23.9,72,,,60.7,0.289436135,7.146950338,5,D,2015,,,,WPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2421,PIPO,31.9,29,18.1,67,,,46.0,0.166002297,4.099039583,4,D,2015,,,,WPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2422,CADE,29.9,29,6.6,21,12,1,16.8,0.022072159,0.545020495,1,L,,,,,,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2423,CADE,26.0,30,4.6,12,8,1,11.7,0.010721921,0.264752839,1,L,,,,,,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2424,PIPO,6.1,66,11.1,48,,,28.2,0.062431376,1.541597225,2,D,2015,,,,WPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2425,PIPO,32.8,88,10.4,30,,,26.4,0.054805435,1.353292394,2,D,2015,,,,WPB,broken top
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2426,PIPO,27.5,94,13.9,58,,,35.3,0.097900869,2.417433649,3,D,2015,,,,WPB,woodborers
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2427,PIPO,25.0,95,12.7,55,,,32.3,0.08172678,2.01805224,3,D,2015,2018,Hung up,,WPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2428,PIPO,30.0,107,6.3,25,,,16.0,0.020111203,0.496599252,1,D,2015,,,,WPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2429,QUCH,12.4,122,13.7,37,4,1,34.8,0.095103846,2.348367691,3,L,,,,,,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2430,QUCH,11.6,123,4.7,23,3,1,11.9,0.011193159,0.276388951,1,L,,,,,,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2431,CADE,32.5,123,24.3,57,,,61.7,0.299205447,7.388180713,5,D,2014,,,,UNK/drought,dry site
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2432,PILA,16.2,200,12.1,47,,,30.7,0.074186979,1.83187444,2,D,2015,,,,MPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2433,PILA,20.5,203,5.9,23,,,15.0,0.017638472,0.435540942,1,D,2015,,,,SUP/drought,No pitch tubes
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2434,PILA,7.8,211,3.4,16,,,8.6,0.005857534,0.144638129,1,D,2015,,,,SUP/drought,No pitch tubes
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2435,PILA,22.9,212,6.4,25,,,16.3,0.020754721,0.512489427,1,D,2015,,,,SUP/drought,No pitch tubes
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2436,PILA,20.6,212,18.0,63,,,45.7,0.164173085,4.053871447,4,D,2015,,,,UNK/drought,No pitch tubes
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2437,QUCH,22.5,215,2.7,14,1,1,6.9,0.003693894,0.091212108,1,L,,,,,,# tied on with blue flagging
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2438,QUCH,19.7,220,2.5,17,5,1,6.4,0.003166919,0.078199681,1,L,,,,,,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2439,PILA,20.2,220,13.0,59,,,33.0,0.085633492,2.114519366,3,D,2015,,,,UNK/drought,No pitch tubes
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2440,PIPO,21.6,223,4.9,14,4,1,12.4,0.012166036,0.300411893,1,L,,,,,,pitch tubes
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2441,PIPO,14.3,238,6.4,28,,,16.3,0.020754721,0.512489427,1,D,2015,,,,UNK/drought,No galleries in 2m sampling window. Pitch tubes at 8 ft. & above
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2442,QUCH,6.3,254,9.1,42,1,1,23.1,0.041960411,1.036114489,2,L,,,,,,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2443,QUCH,7.7,264,3.9,21,3,1,9.9,0.007707014,0.190306743,1,L,,,,,,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2444,PIPO,8.0,280,13.9,62,,,35.3,0.097900869,2.417433649,3,D,2015,,,,WPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2445,PILA,5.3,280,3.4,17,,,8.6,0.005857534,0.144638129,1,D,2014,,,,SUP/drought,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2446,PIPO,21.7,307,8.1,32,,,20.6,0.03324505,0.820908968,2,D,2015,2018,Hung up,,WPB,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2447,PILA,30.3,310,2.8,17,13,1,7.1,0.003972583,0.098093679,1,D,2016,,,,SUP/drought,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2448,PILA,31.2,313,5.2,24,,,13.2,0.013701359,0.338323099,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2449,PILA,32.8,317,3.6,17,,,9.1,0.006566923,0.162154858,1,D,2015,,,,SUP/drought,
Sierra-4000-Plot 10-Site 2,Sierra,4000,2,10,"Spring 2016, Spring 2017, Summer 2018",2450,PILA,29.6,318,10.6,37,,,26.9,0.056933604,1.40584258,2,D,2015,,,,UNK/drought,No pitch tubes
