Plot #,Forest,Elev. Band,Block,Plot,Msmt dates,Tree tag #,Species,Distance (ft),Azm,DBH (in),HT (ft),HTBC (ft),Tor. Pot.,DBH (cm),Basal area (m2),Basal area (m2/ha),Size class,Live/dead,Year death (time of attack or time of injury/other cause),Year Fall (initial),Gnd cont./hng up,2nd Snag status change/year ,BB/Cause,Comments
Eldorado-4000-Plot 15-Site 3,Eldorado,4000,5,15,"Fall 2017, Spring 2018",3261,PIPO,10.3,252,15.9,78,16,0,40.4,0.12810061,3.163145804,3,D,2016,,,,WPB,Woodborers. Forks & crooks
Eldorado-4000-Plot 15-Site 3,Eldorado,4000,5,15,"Fall 2017, Spring 2018",3262,PIPO,35.0,325,9.1,44,13,1,23.1,0.041960411,1.036114489,2,L,,,,,,
Eldorado-4000-Plot 15-Site 3,Eldorado,4000,5,15,"Fall 2017, Spring 2018",3263,CADE,34.1,329,5.2,23,,,13.2,0.013701359,0.338323099,1,D,2014,,,,SUP/drought,
Eldorado-4000-Plot 15-Site 3,Eldorado,4000,5,15,"Fall 2017, Spring 2018",3264,PIPO,22.2,340,19.0,94,23,1,48.3,0.182921245,4.516813557,4,D,2016,,,,WPB,Woodborers. Forks & crooks
Eldorado-4000-Plot 15-Site 3,Eldorado,4000,5,15,"Fall 2017, Spring 2018",3265,PIPO,16.5,353,20.1,129,11,1,51.1,0.204714716,5.05495248,4,D,2016,,,,WPB,Woodborers. Canker. Forks & crooks
Eldorado-4000-Plot 15-Site 3,Eldorado,4000,5,15,"Fall 2017, Spring 2018",3266,QUKE,36.0,356,11.0,61,4,1,27.9,0.061311553,1.513945818,2,L,,,,,,
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",702,PIPO,13.8,64,32.9,152,55,0,83.6,0.548464779,13.54305862,6,D,2016,,,,WPB/MPB,RTB. Woodborers
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",703,PIPO,18.7,126,25.8,113,31,0,65.5,0.337284481,8.328453673,5,D,2016,,,,WPB ,
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",704,PIPO,13.7,165,9.8,36,19,0,24.9,0.048664145,1.201647573,2,D,2016,,,,WPB ,scar
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",705,PIPO,13.8,169,12.9,43,7,0,32.8,0.08432112,2.082113418,3,D,2016,,,,WPB ,
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",706,PIPO,13.2,197,15.3,86,37,0,38.9,0.118615054,2.928922121,3,D,2016,,,,WPB ,Woodborers. Forks & crooks
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",707,PIPO,19.9,201,23.9,84,26,0,60.7,0.289436135,7.146950338,5,D,2016,,,,WPB ,Woodborers. Broken top
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",708,CADE,29.0,247,19.7,62,17,0,50.0,0.196647939,4.855762253,4,L,,,,,,
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",709,PIPO,11.0,260,20.2,87,47,0,51.3,0.206756745,5.105375634,4,D,2016,,,,WPB ,
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",710,PIPO,18.4,288,32.6,133,58,0,82.8,0.538507986,13.29719882,6,D,2016,,,,WPB ,RTB. Woodborers. Forks & crooks
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",711,PIPO,34.4,293,23.5,131,52,0,59.7,0.279828969,6.909723786,5,D,2016,,,,WPB ,RTB. Woodborers
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",712,PIPO,35.3,325,32.7,151,81,0,83.1,0.541816783,13.37890185,6,D,2016,,,,WPB/MPB ,RTB. Woodborers
Eldorado-5000-Plot 1-Site 1,Eldorado,5000,1,1,"Fall 2017, Spring 2018",713,PIPO,20.3,346,34.6,139,79,0,87.9,0.606609413,14.97880476,6,D,2016,,,,WPB ,RTB. Woodborers
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",189,CADE,6.2,1,7.7,22,5,1,19.6,0.030042661,0.741833451,2,L,,,,,,RTB. Woodborers
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",190,PIPO,9.8,16,7.4,37,,,18.8,0.027747278,0.685154322,1,D,2014,2018,Ground contact,,MPB,Armillaria
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",191,CADE,30.0,29,5.0,21,1,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",192,CADE,12.4,35,4.9,19,3,1,12.4,0.012166036,0.300411893,1,L,,,,,,
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",193,CADE,12.4,35,3.0,9,1,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",194,PIPO,16.9,86,28.9,121,19,1,73.4,0.423206796,10.45010485,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",195,CADE,29.9,95,5.9,24,8,1,15.0,0.017638472,0.435540942,1,L,,,,,,
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",196,CADE,31.8,95,35.1,96,12,1,89.2,0.624268154,15.41484618,6,L,,,,,,
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",197,CADE,31.1,141,8.1,27,4,1,20.6,0.03324505,0.820908968,2,L,,,,,,
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",198,CADE,33.1,238,7.5,28,1,1,19.1,0.028502272,0.703797126,2,L,,,,,,
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",199,PIPO,36.3,261,24.7,119,26,0,62.7,0.309136905,7.633414911,5,D,2016,,,,WPB,woodborers
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",200,PIPO,18.3,354,36.0,139,51,0,91.4,0.656692338,16.21548579,6,D,2016,,,,WPB,woodborers
Eldorado-5000-Plot 2-Site 1,Eldorado,5000,1,2,"Fall 2017, Spring 2018",701,PIPO,20.9,359,27.0,131,46,0,68.6,0.36938944,9.121210756,5,D,2016,,,,WPB,woodborers
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",170,QUKE,33.1,3,21.3,92,6,1,54.1,0.229887922,5.676546102,4,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",171,CADE,33.8,12,11.0,43,4,1,27.9,0.061311553,1.513945818,2,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",172,PIPO,27.1,73,5.5,20,1,1,14.0,0.015327888,0.378486455,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",173,PIPO,22.5,103,3.0,10,1,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",174,CADE,20.1,144,3.4,14,1,1,8.6,0.005857534,0.144638129,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",175,PIPO,30.5,151,33.1,156,43,0,84.1,0.555153312,13.70821635,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",176,PIPO,24.8,161,39.5,154,58,0,100.3,0.790589676,19.52176829,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",177,PIPO,35.4,204,11.0,34,3,1,27.9,0.061311553,1.513945818,2,D,2016,,,,WPB,broken top
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",178,PIPO,33.1,226,35.5,144,55,0,90.2,0.638577561,15.76818362,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",179,CADE,22.9,228,3.0,14,1,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",180,PIPO,24.5,251,26.0,127,35,1,66.0,0.342533967,8.458077464,5,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",181,PIPO,19.0,252,34.8,158,25,1,88.4,0.613642507,15.15247061,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",182,CADE,24.8,262,5.8,24,1,1,14.7,0.017045625,0.420901961,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",183,CADE,17.7,267,3.8,10,1,1,9.7,0.00731685,0.180672542,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",184,CADE,19.8,271,4.9,21,6,1,12.4,0.012166036,0.300411893,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",185,CADE,35.8,272,10.4,33,1,1,26.4,0.054805435,1.353292394,2,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",186,CADE,26.1,275,3.4,24,20,1,8.6,0.005857534,0.144638129,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",187,CADE,34.0,279,6.8,26,4,1,17.3,0.023430134,0.578552518,1,L,,,,,,
Eldorado-5000-Plot 3-Site 1,Eldorado,5000,1,3,"Fall 2017, Spring 2018",188,CADE,27.5,280,9.2,42,6,1,23.4,0.042887685,1.059011356,2,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",147,CADE,17.5,3,20.6,63,22,1,52.3,0.215026204,5.30957064,4,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",148,QUKE,29.1,23,16.3,56,20,1,41.4,0.134626996,3.324299706,3,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",149,PILA,34.3,26,8.4,56,,,21.3,0.03575325,0.882843115,2,D,2014,,,,MPB,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",150,QUKE,24.7,30,13.6,58,63,1,34.5,0.093720536,2.314210071,3,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",151,QUKE,3.2,31,14.2,39,4,1,36.1,0.10217241,2.522909378,3,L,,,,,,Dead top. Broken top
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",152,PILA,32.7,36,4.3,24,10,1,10.9,0.009369013,0.231345935,1,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",153,PILA,24.9,47,8.7,27,5,1,22.1,0.038352657,0.947029413,2,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",154,QUKE,4.8,48,15.0,68,6,1,38.1,0.114009086,2.815188505,3,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",155,ABCO,35.3,50,7.5,36,4,1,19.1,0.028502272,0.703797126,2,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",156,ABCO,20.9,102,2.6,11,2,1,6.6,0.00342534,0.084580775,1,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",157,ABCO,31.2,118,3.8,14,2,1,9.7,0.00731685,0.180672542,1,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",158,PIPO,30.2,151,26.9,149,32,1,68.3,0.366658289,9.053771352,5,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",159,PIPO,33.9,173,8.8,38,,,22.4,0.039239394,0.968925324,2,D,2015,,,,MPB,RTB
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",160,PIPO,31.2,189,7.6,49,11,1,19.3,0.029267399,0.722690169,2,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",161,PIPO,35.6,214,4.7,19,,,11.9,0.011193159,0.276388951,1,D,2015,,,,WPB/MPB,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",162,PIPO,34.2,217,33.4,123,33,1,84.8,0.565262118,13.95782973,6,D,2016,,,,WPB ,RTB
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",163,PILA,35.5,221,6.0,29,5,1,15.2,0.018241454,0.450430161,1,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",164,CADE,32.3,225,5.4,24,14,1,13.7,0.014775578,0.36484843,1,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",165,CADE,36.2,236,5.0,16,,,12.7,0.012667676,0.312798723,1,D,2014,,,,SUP/drought,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",166,PIPO,20.9,270,37.5,135,21,1,95.3,0.712556791,17.59492816,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",167,PIPO,21.1,321,29.7,134,84,1,75.4,0.446961223,11.03666502,6,D,2016,,,,WPB,RTB 
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",168,CADE,15.7,332,25.3,70,22,1,64.3,0.324338116,8.008773379,5,L,,,,,,
Eldorado-5000-Plot 4-Site 1,Eldorado,5000,1,4,"Fall 2017, Spring 2018",169,PIPO,17.4,358,40.2,150,63,1,102.1,0.818858863,20.21980992,6,D,2016,,,,UNK,RTB. Too much woodborer to tell. A few pitch tubes
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",104,PIPO,19.2,3,4.6,21,5,1,11.7,0.010721921,0.264752839,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",105,PIPO,21.3,4,7.8,48,6,1,19.8,0.030828057,0.761226972,2,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",106,PIPO,18.6,12,3.2,11,1,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",107,PIPO,26.3,14,9.8,65,12,1,24.9,0.048664145,1.201647573,2,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",108,PIPO,21.2,15,5.8,16,1,1,14.7,0.017045625,0.420901961,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",109,PIPO,20.6,26,3.9,26,8,1,9.9,0.007707014,0.190306743,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",110,PIPO,28.6,30,2.6,21,16,0,6.6,0.00342534,0.084580775,1,D,2016,,,,IPS,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",111,PIPO,23.7,31,3.5,12,9,1,8.9,0.006207161,0.153271374,1,D,2017,,,,IPS,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",112,PIPO,30.0,32,15.8,70,14,1,40.1,0.126494348,3.123482926,3,D,2016,,,,WPB/MPB,RTB. Broken top
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",113,PIPO,34.0,39,4.4,24,10,1,11.2,0.009809849,0.242231331,1,D,2017,,,,SUP ,RTB 
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",114,PIPO,35.4,43,2.8,16,7,1,7.1,0.003972583,0.098093679,1,D,2017,,,,IPS,RTB
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",115,PIPO,18.1,47,2.9,14,,,7.4,0.004261406,0.10522549,1,D,2014,,,,SUP/drought,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",116,PIPO,32.6,50,3.0,17,12,1,7.6,0.004560363,0.11260754,1,D,2017,,,,SUP,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",117,PIPO,22.4,53,8.7,37,15,1,22.1,0.038352657,0.947029413,2,D,2016,,,,WPB/MPB,RTB
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",118,PIPO,28.7,55,5.7,22,,,14.5,0.016462912,0.40651322,1,D,2015,,,,SUP/drought,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",119,PIPO,17.9,61,3.0,20,1,1,7.6,0.004560363,0.11260754,1,L,,,,,,bent
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",120,PIPO,27.5,63,7.0,30,,,17.8,0.024828646,0.613085497,1,D,2015,,,,SUP/drought,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",121,PIPO,19.7,65,3.0,18,12,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",122,PIPO,18.0,67,12.2,36,10,1,31.0,0.075418277,1.862278476,2,D,2016,,,,WPB/MPB,RTB. Broken top
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",123,PIPO,21.3,67,7.4,35,9,1,18.8,0.027747278,0.685154322,1,D,2016,2018,Hung up,,WPB/MPB,RTB 
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",124,PIPO,21.5,82,7.4,37,7,1,18.8,0.027747278,0.685154322,1,D,2016,,,,WPB/MPB,RTB
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",125,PIPO,33.3,86,8.1,57,10,1,20.6,0.03324505,0.820908968,2,D,2016,,,,WPB ,RTB. Woodborers
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",126,PIPO,23.3,106,8.2,35,9,1,20.8,0.034070982,0.841303445,2,D,2016,,,,WPB/MPB,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",127,PIPO,35.8,108,6.2,23,16,1,15.7,0.019477819,0.480959316,1,D,2017,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",128,PIPO,30.1,110,3.0,14,,,7.6,0.004560363,0.11260754,1,D,2014,,,,SUP/drought,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",129,PIPO,32.3,115,2.7,12,,,6.9,0.003693894,0.091212108,1,D,2014,,,,IPS,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",130,CADE,21.8,124,10.8,36,14,1,27.4,0.05910231,1.459393721,2,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",131,CADE,11.9,131,2.7,7,4,1,6.9,0.003693894,0.091212108,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",132,CADE,11.0,132,9.3,38,8,1,23.6,0.043825093,1.082158461,2,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",133,CADE,34.2,134,12.3,45,10,1,31.2,0.07665971,1.892932751,2,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",134,CADE,34.7,135,4.5,16,3,1,11.4,0.010260818,0.253366965,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",135,CADE,20.2,148,11.0,30,4,1,27.9,0.061311553,1.513945818,2,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",136,CADE,7.1,167,5.9,21,6,1,15.0,0.017638472,0.435540942,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",137,CADE,13.3,175,3.5,10,4,1,8.9,0.006207161,0.153271374,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",139,CADE,33.5,179,3.5,11,1,1,8.9,0.006207161,0.153271374,1,L,,,,,,tree # out of order
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",138,CADE,10.7,186,6.0,15,9,1,15.2,0.018241454,0.450430161,1,L,,,,,,tree # out of order
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",140,CADE,8.9,188,13.1,45,15,1,33.3,0.086955997,2.147175553,3,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",141,CADE,28.6,196,3.8,12,3,1,9.7,0.00731685,0.180672542,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",142,PIPO,11.2,200,6.7,27,4,1,17.0,0.02274608,0.561661387,1,L,,,,,,forks & crooks
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",143,PIPO,34.2,271,5.0,31,1,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",144,PIPO,16.8,272,4.7,31,4,1,11.9,0.011193159,0.276388951,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",145,PIPO,26.2,340,4.0,24,3,1,10.2,0.008107313,0.200191183,1,L,,,,,,
Eldorado-5000-Plot 5-Site 1,Eldorado,5000,1,5,"Fall 2017, Spring 2018",146,PIPO,26.6,353,4.4,14,5,1,11.2,0.009809849,0.242231331,1,L,,,,,,broken top
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3267,ABCO,32.5,41,9.7,49,3,1,24.6,0.047676066,1.177249273,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3268,ABCO,37.2,43,7.5,48,10,1,19.1,0.028502272,0.703797126,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3269,ABCO,6.9,58,9.6,52,16,1,24.4,0.046698122,1.153101212,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3270,CADE,23.1,59,27.0,91,27,1,68.6,0.36938944,9.121210756,5,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3271,PIPO,34.2,74,32.7,124,45,1,83.1,0.541816783,13.37890185,6,D,2016,,,,WPB,RTB. Woodborers. Forks
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3272,PILA,31.3,93,7.8,42,17,1,19.8,0.030828057,0.761226972,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3273,CADE,2.7,98,4.2,17,,,10.7,0.008938312,0.220710779,1,D,2014,,,,SUP/drought,woodborers
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3274,ABCO,21.0,98,2.6,14,1,1,6.6,0.00342534,0.084580775,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3275,CADE,23.3,100,9.8,37,19,1,24.9,0.048664145,1.201647573,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3276,CADE,18.7,101,2.6,14,6,1,6.6,0.00342534,0.084580775,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3277,PIPO,26.3,111,6.2,34,30,1,15.7,0.019477819,0.480959316,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3278,CADE,9.8,111,3.8,15,,,9.7,0.00731685,0.180672542,1,D,2014,,,,SUP/drought,woodborers
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3279,ABCO,30.3,133,2.7,13,4,1,6.9,0.003693894,0.091212108,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3280,CADE,36.5,135,8.7,38,32,0,22.1,0.038352657,0.947029413,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3281,CADE,27.3,137,7.0,35,,,17.8,0.024828646,0.613085497,1,D,2015,,,,SUP/drought,woodborers
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3282,ABCO,18.3,148,6.0,31,16,1,15.2,0.018241454,0.450430161,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3283,CADE,31.1,161,10.9,55,50,0,27.7,0.060201865,1.48654465,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3284,CADE,23.1,164,3.6,14,7,0,9.1,0.006566923,0.162154858,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3285,CADE,24.2,165,14.4,76,53,1,36.6,0.105070774,2.594477726,3,L,,,,,,
